indice_tiempo,nivel_general,alimentos_bebidas,cereales_derivados,pan_fresco,pan_envasado,facturas,galletitas_dulces,galletitas_saladas,productos_pasteleria,arroz,harinas_trigo,otras_harinas,fideos_secos,pastas_frescas,masas_precocidas_tapas,carnes,achuras_menudencias_frescas,carne_vacuna_fresca_cortes_delanteros,carne_vacuna_fresca_cortes_traseros,carne_ave_fresca,pescados_mariscos_frescos,carne_porcina_ovina_fresca,fiambres,embutidos_conservas_preparados_carne,conservas_preparados_pescado,aceites_grasas,aceite_mezcla,aceite_puro,margarina_otras_grasas,lecheproductos_lacteos_huevos,leche_fresca,leche_en_polvo,quesos_blandos_untables,quesos_semiduros,quesos_duros,manteca_crema,yoghurt_postres_lacteos,huevos,frutas,frutas_frescas,frutas_secas_en_conserva,verdurastuberculos_legumbres,verduras_tuberculos_legumbres_frescas,verduras_legumbres_secas_en_conserva,azucar_dulces_cacao,azucar,dulces,golosinas,cacao_sus_derivados,infusiones,cafe,te,yerba_mate,condimentos,sal_especias,aderezos,alimentos_semipreparados,caldos_sopas_concentrados,polvos_para_postres,alimentos_preparados_listos_para_consumir,comidas_preparadas,empanadas_pizzas,helados,bebidas_no_alcoholicas,gaseosas,jugos_refrescos,soda_agua_mineral,bebidas_alcoholicas,vino,cerveza,otras_bebidas_alcoholicas,alimentos_consumidos_fuera_del_hogar,refrigerio,almuerzo,indumentaria,ropa_interior,ropa_interior_para_hombre,ropa_interior_para_mujer,ropa_interior_para_ninio,ropa_exterior,ropa_exterior_para_hombre,ropa_exterior_para_mujer,ropa_exterior_para_ninio,calzado,calzado_para_hombre,calzado_para_mujer,calzado_para_ninio,calzado_deportivo_para_hombre_mujer,calzado_deportivo_para_ninio,telas_hilados_articulos_de_merceria,telas,hilados_para_tejer,articulos_merceria,accesorios_para_vestir,articulos_marroquineria,articulos_joyeria_relojeria,servicios_para_la_indumentaria,confeccion_reparacion,vivienda,alquiler,alquiler_la_vivienda,reparacion_mantenimiento_de_la_vivienda,materiales_mano_obra,electricidad_serv_sanitarios_gas_otros,electricidad,servicios_sanitarios_gas_otros_combustibles,equipamiento_funcionamiento_del_hogar,muebles_accesorios_401,muebles_accesorios_40101,artefactos_domesticos,electrodomesticos,artefactos_a_gas,aparatos_radio_tv,textiles_accesorios_para_decoracion,blanco_manteleria,cortinas_alfombras_accesorios,menaje,bateria_cocina_cubiertos,cristaleria_loza,articulos_para_limpieza_mantenimiento,jabones_limpieza,detergentes_desinfectantes,articulos_para_mantenimiento,articulos_descartables,utensilios_limpieza,servicios_para_el_hogar,reparacion_aparatos_electricos,servicio_domestico_otros,limpieza_ropa,elementos_para_iluminacion_ferreteria,articulos_ferreteria,elementos_para_iluminacion,salud,productos_farmaceuticos_accesorios_terapeuticos,medicamentos,elementos_para_primeros_auxilios,accesorios_terapeuticos,servicios_para_la_salud,medicos_odontologos,servicios_prepagos_auxiliares,transporte_comunicaciones,transporte_publico_de_pasajeros,omnibus_corta_distancia,tren_corta_distancia,otros_medios_transporte,vehiculos_para_transporte_personal,automoviles,funcionamiento_mantenimiento_de_vehiculos,combustibles_lubricantes,cubiertas_repuestos_reparaciones,seguro_estacionamiento_otros_servicios,comunicaciones,correo,telefono,esparcimiento,entretenimientos,juegos_juguetes_rodados,plantas_animales_domesticos,articulos_deportivos,libros_diarios_revistas,diarios,revistas,libros_no_escolares,turismo,transporte,hotel_excursiones,equipos_elementos_serv_de_audio_video,equipos_audio_video_fotografia,elementos_para_audio_video_fotografia,servicios_para_audio_video_fotografia,servicios_de_esparcimiento,cines_teatros,club_espectaculos_deportivos,educacion,servicios_educativos,educacion_formal,otros_servicios_educativos,textos_utiles_escolares,utiles_escolares,libros_texto,bienes_servicios_varios,tabaco,cigarrillos_tabaco,articulos_para_la_higiene_el_cuidado_personal,articulos_tocador,articulos_tocador_descartables,articulos_belleza,servicios_para_el_cuidado_personal,servicios_peluqueria_para_el_cuidado,otros_servicios,servicios_varios
1998-05-01,326182.3,279408.3,268187.9,270056.6,280274.4,314703.4,214476.4,244768.8,316002.7,251116.5,176601.0,230945.9,225458.0,314879.2,298577.5,264361.6,227753.2,278245.8,283781.1,181084.4,310278.9,290695.7,274448.3,271998.4,163659.1,204036.3,214760.7,160937.3,204351.5,263527.7,282899.4,196971.8,276988.4,286768.9,300134.4,230449.5,277140.4,202687.8,227397.3,221615.7,280591.0,263510.8,277348.6,182639.2,136648.6,80980.2,208180.1,175557.2,121774.4,167808.9,202231.5,207021.5,102472.9,221217.7,252608.4,199362.3,168175.3,194606.6,133666.3,323666.7,370692.8,309969.8,228902.0,233448.5,184210.0,215007.0,338775.8,335289.2,366639.1,243270.6,191941.2,484690.7,480088.0,485869.2,174079.5,329331.5,334342.9,298646.7,374530.0,118686.3,158153.5,73179.8,116104.1,228798.0,288354.1,113928.4,253757.5,288401.3,306890.6,229482.7,219249.5,251036.2,237038.4,263893.3,257853.6,273533.9,319614.5,319614.5,320334.9,405645.0,405645.0,420611.4,420611.4,225443.4,190468.7,254962.9,367711.3,339262.9,339262.9,165965.1,218219.1,246281.7,97385.6,303731.8,302144.4,310218.2,376137.9,388782.6,364447.4,189260.2,212991.6,181335.7,171351.2,162481.2,206176.6,606076.4,593430.0,672163.6,353041.1,257513.8,533563.6,109936.3,500993.1,297510.9,292910.2,218936.3,430852.7,826218.7,1132281.4,579995.7,281336.2,370083.0,381216.6,243721.5,378778.7,220461.9,220461.9,236128.2,186210.6,313918.9,311385.3,376456.7,496550.9,373402.1,457271.7,226919.9,204730.6,271565.5,229088.6,307533.8,313667.5,244188.9,374367.2,724943.3,170648.9,1190449.3,207936.7,93390.0,286951.9,231722.0,654374.4,585186.7,747969.9,827632.5,1113861.4,1310363.6,690936.6,284994.5,213910.9,437349.6,340598.8,251217.3,251217.3,235404.7,258574.8,154481.9,285791.3,519864.8,519864.8,645256.1,645256.1
1998-06-01,326805.0,280802.4,268801.7,269401.1,279657.5,313781.2,214548.6,244525.4,316698.8,268540.8,176974.3,231306.6,223772.3,314026.5,297526.8,273200.1,235439.2,292856.7,296518.9,181722.6,306773.2,293689.5,274690.8,273790.4,166291.9,205780.5,216773.5,161403.0,206409.8,265288.5,284138.9,198396.3,280905.6,288914.5,301901.8,233434.8,277509.5,203265.4,224314.1,218384.2,278872.5,252828.2,265096.9,181126.6,136590.1,81122.8,207722.7,175521.7,121777.0,168076.0,202748.3,207688.0,102233.0,221344.3,253398.0,199027.3,167682.8,194339.4,132879.6,323877.6,370416.3,310197.2,230424.4,233224.2,184416.7,212015.2,339806.0,333723.4,364827.6,243581.6,190740.4,484868.1,480204.0,486062.3,173699.0,328872.7,333050.2,299757.6,372499.9,118110.2,157472.6,72598.1,115891.4,228693.5,288432.8,113345.1,252349.5,288677.0,307577.5,229694.3,219276.4,251490.8,237759.1,263957.8,258203.1,273143.5,319560.0,319560.0,321441.0,405728.7,405728.7,421097.2,421097.2,227410.0,190468.7,258589.5,367399.1,338642.1,338642.1,165361.1,218141.0,246187.7,96174.3,303136.2,301376.7,310326.0,375841.4,388916.2,363753.2,189468.0,214861.9,181249.8,171165.7,162699.2,204231.6,605706.5,589028.9,672138.1,352797.9,257664.6,533699.1,110095.2,501493.7,298056.5,293508.9,218212.2,431450.6,826647.4,1131718.8,581221.8,281024.0,370083.0,381216.6,243721.5,378778.7,220488.9,220488.9,235521.9,185945.1,312131.4,311061.9,376456.7,496550.9,373402.1,457797.7,230329.0,205594.3,279571.9,233767.3,307043.9,313667.5,241874.9,374736.5,724336.6,170571.8,1189397.9,207365.4,93144.6,286107.5,231163.0,655918.0,587871.3,747969.9,828243.5,1114756.3,1311674.3,690936.6,285067.4,214675.8,435939.1,340296.2,251217.3,251217.3,235535.3,258942.9,154302.1,285414.6,516784.3,516784.3,645632.3,645632.3
1998-07-01,327826.4,281834.8,268942.3,269179.1,280245.8,313402.5,216175.1,244087.7,315561.2,272874.1,178308.8,230767.8,222227.8,314180.0,297745.5,276445.3,241535.4,295982.7,300375.8,186650.6,310154.3,293633.7,274138.3,276115.4,167671.2,206980.2,218369.1,161608.6,206702.7,266206.6,285069.3,197749.9,282130.4,290952.5,301983.2,235567.4,277938.9,203696.6,223174.3,217214.4,278008.9,255175.0,267854.0,181075.7,136309.1,80547.7,207550.7,175676.3,121506.2,166113.4,199227.0,209478.2,101635.5,221377.8,253389.4,199090.0,168684.5,196228.2,132722.9,323884.8,370392.4,310227.8,230456.7,232167.2,184655.5,207484.5,338918.9,333355.4,364363.7,243447.8,190841.5,485641.1,481626.3,486669.1,172044.5,329005.1,333166.5,299969.4,372519.4,115895.1,155207.5,70360.6,113904.7,227231.9,288190.6,110534.7,251157.1,288460.5,305534.7,229557.5,218845.3,252083.6,237559.5,263303.7,257330.4,272838.6,320200.8,320200.8,320296.2,405728.7,405728.7,421759.0,421759.0,224772.6,190468.7,253725.9,367288.7,338256.5,338256.5,164742.1,218019.1,245123.5,95239.3,303018.2,301236.8,310297.2,374470.0,386515.2,363333.6,190009.2,215889.2,181351.7,171858.6,163704.3,204400.5,605657.3,589247.8,672132.1,352482.2,257739.4,533763.5,110175.5,501242.3,298015.2,293443.2,218361.9,431672.4,826060.3,1130842.7,580867.2,280921.8,370083.0,381216.6,243721.5,378778.7,220938.8,220938.8,235213.5,185594.4,311716.8,311028.3,376456.7,496550.9,373402.1,471425.0,229279.3,205302.6,275759.1,235054.2,306912.0,313667.5,241874.9,373973.1,774281.1,172324.4,1279814.7,206486.9,91335.4,285562.3,230989.4,654877.8,586062.3,747969.9,830670.5,1118136.2,1316624.6,690936.6,285687.6,215516.3,436087.3,340014.0,251217.3,251217.3,235829.0,259638.7,153786.5,285410.0,515283.9,515283.9,644322.8,644322.8
1998-08-01,327892.6,282924.8,268884.5,269180.2,279959.8,312809.9,216591.1,244327.5,315737.5,274981.8,176989.0,228943.8,220805.5,314082.2,297509.8,278465.3,244107.3,297070.0,301946.6,192806.3,312987.7,295619.6,272777.6,279506.5,166983.6,204886.1,215179.4,161513.2,208277.9,265925.1,285332.8,194967.2,280394.1,290542.5,302614.1,236108.7,278055.0,203463.5,226039.4,220416.2,277776.4,261971.5,275839.2,180925.3,136254.7,80233.6,207857.4,175736.5,121412.8,164754.1,196752.3,210044.2,101471.9,222022.1,254143.5,199657.8,168559.8,196355.1,132269.7,323747.1,370317.6,310298.8,229596.3,230961.0,183837.5,204958.3,337971.6,332558.6,363553.7,242268.8,190381.8,486185.1,479592.4,487873.2,169772.4,328933.2,332440.9,299959.1,373182.3,113412.3,152510.6,67972.4,111865.0,224205.5,287779.3,103142.3,247948.0,288409.2,304312.7,228592.6,218502.6,249007.5,238181.8,262218.5,256171.7,271870.5,319839.8,319839.8,320107.9,404941.9,404941.9,421415.7,421415.7,224989.2,191114.4,253580.5,367102.7,338412.2,338412.2,163779.6,217140.6,244977.8,93975.2,302461.1,300641.2,309897.8,372841.9,383287.0,363184.9,190349.2,217287.8,180984.9,171889.6,163340.2,205502.3,605604.2,591522.6,672116.8,351433.6,257903.2,534237.3,110173.7,501190.6,298216.6,293648.7,218346.4,431964.2,825604.2,1128964.6,581555.1,280890.4,370083.0,381216.6,243721.5,378778.7,220964.9,220964.9,235146.7,185277.8,312490.9,310784.4,376456.7,496550.9,373402.1,469959.6,228727.6,204300.4,276144.3,234487.0,306693.1,313667.5,241874.9,372706.2,771041.2,169753.4,1276013.1,205860.4,90247.0,285254.1,230459.4,653237.9,585780.8,744492.3,830774.8,1118293.9,1316855.6,690936.6,285690.8,215921.4,435229.0,339521.9,251217.3,251217.3,235865.7,259394.2,154322.7,285786.0,511491.4,511491.4,644322.8,644322.8
1998-09-01,327791.2,282866.3,268308.2,268205.9,278660.3,312200.3,215917.0,243548.0,316590.6,274310.2,176904.5,227591.3,220382.6,314120.5,296686.7,276070.2,244914.0,293777.5,297782.1,193175.4,310174.4,296249.9,271839.8,279575.9,168570.8,206048.6,217313.3,159689.5,208055.7,264283.1,285478.7,195460.3,274229.2,288428.7,302130.7,237270.0,278968.3,200298.4,226419.8,220993.1,276348.6,273151.4,289056.7,180196.7,135650.0,79470.2,207037.8,175357.5,121123.8,163559.8,194712.0,208775.4,101627.2,221945.4,253207.8,200179.2,167663.3,195781.2,130952.2,322936.6,369428.9,310217.0,227088.9,230493.4,183325.9,203465.5,338347.3,333146.3,364175.2,242709.4,190845.9,485437.0,479099.9,487059.6,170361.6,328440.8,332513.6,298977.0,372789.0,114269.4,153856.5,67966.8,113533.8,224907.0,286719.8,105511.9,247783.4,288347.6,304612.1,227958.7,217284.2,249225.0,238949.5,261822.3,255570.9,271800.9,319836.4,319836.4,319630.8,404173.7,404173.7,421372.1,421372.1,224467.0,191114.4,252617.5,366688.8,337025.6,337025.6,162735.6,216280.4,244981.1,92477.2,302695.8,300773.1,310552.5,371707.1,381483.4,362668.5,189859.9,217609.3,180556.7,170942.2,163777.8,202809.0,605751.8,591072.3,672116.8,352374.4,257654.9,534120.7,109855.0,500693.0,298311.8,293821.2,217162.0,431721.1,824159.1,1126224.5,581151.8,280860.7,370083.0,381216.6,243721.5,378778.7,219610.8,219610.8,235427.3,185045.0,314366.6,310865.0,376456.7,496550.9,373402.1,469151.5,230114.6,204491.6,280950.8,234017.5,306775.0,313667.5,241874.9,373180.6,767034.5,167972.7,1270137.0,205339.2,88851.0,285239.3,230280.7,654113.8,587304.2,744492.3,831203.5,1118549.2,1317610.6,690116.4,286448.1,217028.6,435236.3,339872.0,251217.3,251217.3,236101.3,259940.2,154225.2,285216.6,513864.0,513864.0,643923.1,643923.1
1998-10-01,326592.0,280005.9,268209.0,268978.2,278816.4,311285.3,216017.6,242831.7,317160.4,273585.5,175888.6,228526.0,218678.4,314154.3,295793.9,265165.0,242067.9,277415.3,284156.5,183939.0,311044.7,292934.0,271244.2,278584.1,168432.4,204772.0,215414.8,159643.0,208715.5,262644.9,285112.9,194511.0,267582.7,282944.5,298856.7,238058.5,281069.6,200635.9,230001.0,224748.1,278330.9,268901.6,284204.0,179470.5,135106.0,78210.6,207052.2,175266.6,120829.0,162564.3,193145.9,209226.1,101110.6,222994.6,253499.6,201755.7,168716.0,197661.9,130923.7,323233.3,369967.4,310231.3,227455.2,230390.2,183351.1,202554.2,338605.8,337428.3,369381.6,243240.1,191582.7,486130.2,480656.2,487531.8,170000.0,328176.6,332357.7,298209.8,373232.2,113816.5,153159.1,67643.6,113525.6,224597.0,287106.9,105897.7,248045.0,286632.2,304776.1,227788.5,216569.9,250591.1,238183.2,261940.6,255411.2,272362.9,319696.6,319696.6,319279.7,404158.7,404158.7,421669.3,421669.3,223621.5,191114.4,251058.4,366529.7,337186.1,337186.1,161035.1,215442.6,243873.6,89848.4,302966.4,301231.9,310054.3,372269.0,382508.5,362802.1,190683.7,219909.4,181277.9,172304.9,162574.5,202320.4,605224.0,587424.7,672034.9,351245.0,257797.1,533784.6,110252.8,501128.1,298537.4,294046.5,217699.4,431724.6,824928.7,1124112.0,584240.2,281025.2,370083.0,381216.6,243721.5,378778.7,219094.1,219094.1,235466.3,185338.7,313784.9,310794.3,379570.2,496550.9,376594.8,469087.8,228768.5,204117.7,276928.0,233979.6,306775.0,313667.5,241874.9,373180.6,768453.1,167689.5,1272984.8,204528.4,86286.1,285115.6,230700.4,653646.1,586745.9,744147.3,831069.7,1118454.2,1317471.5,690116.4,286240.6,216609.2,435483.2,339590.4,251217.3,251217.3,236258.0,260021.2,154477.7,285540.8,511289.7,511289.7,643923.1,643923.1
1998-11-01,325816.5,278368.2,268290.7,268764.5,279718.8,311372.7,216554.8,243677.5,316299.4,275023.3,175466.9,228464.9,218520.1,313884.8,295878.1,258195.5,235891.8,267674.9,275542.9,179664.6,308568.4,288984.7,268428.1,276791.5,168224.4,203953.9,214249.0,159419.9,209123.1,260001.2,285406.2,193878.1,257891.9,277269.3,294426.9,237174.3,281812.6,199636.0,239492.9,235397.7,277171.7,268043.8,283241.7,179223.3,134692.8,77168.7,207082.7,175215.0,120719.9,162037.6,192342.1,209555.7,100772.1,222481.1,253748.8,200711.3,168662.5,197251.3,131336.6,323177.0,369895.6,310310.9,227085.3,231102.8,184429.4,201985.7,339589.9,338041.8,370210.9,243241.4,191194.7,484780.3,479233.6,486200.5,169849.6,327754.0,332369.7,297828.3,372183.2,113513.7,152909.6,67442.6,112759.3,224845.2,287278.8,106354.7,248029.4,286807.6,304890.9,227433.7,215966.2,250693.7,238183.2,262448.9,255361.0,273762.8,319356.6,319356.6,319770.9,403666.8,403666.8,420844.4,420844.4,225282.7,195763.1,250197.9,366444.4,336963.8,336963.8,160038.0,215118.8,242660.4,88315.7,302849.4,301233.9,309450.9,370955.6,382017.5,360728.5,191477.6,223168.5,181129.6,172931.7,162757.8,201466.4,605169.9,588143.9,672036.6,350691.7,257929.3,534257.1,110203.1,500987.5,298568.8,294114.4,218141.4,430853.0,824513.4,1122216.8,585015.3,280641.2,370083.0,381216.6,243721.5,378778.7,217456.1,217456.1,235137.3,185059.0,313246.7,310552.8,379570.2,496550.9,376594.8,467530.7,227877.2,204271.8,273074.9,234657.7,306463.4,313667.5,241874.9,371377.4,764970.7,166459.1,1267611.2,203428.9,84012.8,284490.7,230400.3,652761.3,585207.1,744147.3,831258.1,1118374.4,1318114.8,688480.5,286937.6,216839.4,437180.5,339702.3,251217.3,251217.3,236715.3,260509.4,155229.6,285272.5,510765.4,510765.4,643923.1,643923.1
1998-12-01,325772.4,276296.1,267846.5,268248.4,279686.1,311372.7,216738.3,243773.9,315416.8,273051.8,174924.7,228231.0,217506.1,313867.9,295551.5,255118.0,234505.0,263456.8,271458.9,178147.0,307441.0,285869.2,267014.8,276391.3,167381.0,205255.6,216509.5,158180.5,208432.5,257575.7,285496.5,190884.1,250117.2,271749.7,290153.9,236625.9,281420.2,198962.8,250476.7,247507.3,277797.1,248573.3,260552.4,178564.0,134501.7,76902.9,206721.4,175335.5,120568.3,161791.2,192104.9,210071.2,100291.7,221881.0,254644.2,199069.8,169666.2,198880.7,131523.3,322664.3,369795.9,310373.9,223912.2,230562.4,183823.7,200826.4,339630.9,337840.3,370281.0,243792.5,188734.7,484656.8,479270.6,486036.0,169365.0,327543.9,332362.0,296876.5,372961.1,112947.7,152367.0,66715.0,112571.7,224372.3,287252.0,105818.7,247843.0,286515.2,303708.0,227621.4,216314.5,250570.2,238183.2,261618.3,254979.4,272215.3,319305.1,319305.1,319911.1,402486.4,402486.4,420584.7,420584.7,226343.8,195763.1,252154.6,365955.0,336477.7,336477.7,159182.7,214688.9,242657.0,86847.1,302009.6,300202.0,309395.6,370140.1,381555.4,359586.1,190522.4,221374.0,180736.5,172582.9,160227.4,201547.7,605243.0,587576.5,672268.0,350381.0,257733.6,534259.1,109901.8,500742.6,298194.6,293791.8,218485.1,429102.9,824475.0,1121343.2,585648.9,279998.0,370083.0,381216.6,243721.5,378778.7,215604.6,215604.6,234363.7,184569.9,311747.0,309697.2,379570.2,496550.9,376594.8,482671.0,226297.8,202701.8,271290.0,233440.7,306463.4,313667.5,241874.9,371377.4,820162.4,177822.7,1359610.3,203046.2,83529.2,284108.2,230153.5,651758.2,583462.4,744147.3,831675.2,1119077.1,1319143.9,688480.5,286813.4,216751.4,436978.7,339640.0,251217.3,251217.3,236661.3,260556.3,154561.6,285953.4,510460.1,510460.1,643923.1,643923.1
1999-01-01,327308.1,273911.7,267483.5,267192.4,281346.6,310092.0,216621.4,243560.9,315135.3,272943.6,174689.1,227998.7,216606.3,314458.8,296587.9,252770.7,234016.7,260296.9,268512.1,173781.5,311056.2,283145.9,267590.1,277316.3,167089.2,203040.7,213620.8,157643.1,207784.2,256529.2,285586.9,191107.9,244877.4,269042.2,292135.6,236931.2,282133.6,198167.0,244462.0,240800.6,278148.6,238571.2,249145.2,176774.0,133990.3,76109.4,205907.0,175311.8,120452.9,161211.4,190986.2,209904.6,100438.6,221105.1,254989.9,197513.1,168724.6,197456.5,131211.9,322104.2,368668.5,310632.1,222780.0,230122.4,183216.1,200523.8,339400.7,337761.0,369423.5,247613.3,191154.0,482568.7,477667.3,483823.7,167532.9,325873.5,331051.7,295141.0,370938.4,110685.6,149340.8,65379.7,110230.1,222832.0,287273.3,100239.9,245617.8,287151.7,305919.4,227344.2,216304.9,249733.7,237696.9,261409.0,254666.0,272172.4,318680.3,318680.3,323058.3,401900.0,401900.0,420018.7,420018.7,233322.6,195763.1,265023.8,364672.0,336155.5,336155.5,157673.0,213765.5,242347.9,84484.6,298674.5,296079.0,309280.5,369773.2,381420.7,359004.5,191177.2,222109.5,181678.7,174282.1,160040.2,201013.3,602860.7,583326.3,670038.8,348082.6,257396.1,533342.2,109874.0,514929.0,298398.6,294046.3,218141.9,428874.8,861009.5,1122540.0,650612.1,279918.1,370083.0,381216.6,243721.5,378778.7,215155.9,215155.9,234322.1,184377.6,312728.9,308916.2,379570.2,496550.9,376594.8,506555.7,226398.7,203163.4,270487.5,233851.9,306656.7,313667.5,242682.7,371377.4,906068.2,184244.4,1512268.3,202881.2,82498.4,284096.3,230904.4,648836.0,582470.7,738613.6,831915.1,1119512.7,1319143.9,689853.6,286682.1,217109.1,435799.2,339683.1,251217.3,251217.3,237170.3,261216.8,155141.6,285608.7,509275.1,509275.1,643915.9,643915.9
1999-02-01,326782.3,271753.2,266925.2,267196.9,281706.6,309433.4,216778.4,242355.9,314045.4,270789.8,172419.3,227731.2,216495.1,313980.2,295455.0,248351.2,230413.4,255745.2,265264.6,162520.6,310199.5,279201.8,266305.6,276406.7,166843.1,200214.0,210107.0,156445.6,206680.4,255786.3,286014.0,189565.0,243298.1,267395.5,288665.1,237506.8,281810.5,197195.4,237147.1,232765.9,277456.9,237736.7,248270.4,176175.2,133330.5,74857.4,205284.8,174875.7,120604.6,160556.5,189762.5,210214.9,100398.2,220526.7,254468.8,196894.9,168260.1,196613.6,131241.3,322073.4,368780.9,310883.5,221609.8,228565.1,182205.0,198699.1,337025.7,338086.3,369487.2,249185.9,192360.6,481326.3,477602.9,482279.7,165699.3,322897.5,328523.9,293289.6,365495.4,108939.4,147618.3,63859.8,107767.2,220394.0,287253.0,95161.1,242990.1,285639.2,305735.1,226355.6,214534.5,250060.0,238134.0,261533.6,254494.6,272769.4,318233.1,318233.1,326965.7,402219.9,402219.9,419069.6,419069.6,241524.7,202736.2,274263.2,363105.3,335914.2,335914.2,157174.6,213688.2,242048.0,83558.5,294714.4,291490.2,307888.8,368806.1,381330.9,357226.3,191141.0,222548.6,181396.4,174265.1,158678.9,201917.5,599866.3,579687.7,666964.5,345634.2,257262.0,533308.0,109686.5,518042.4,298605.7,294352.9,216942.0,428467.9,868768.1,1122540.0,664612.3,279372.0,370083.0,381216.6,243721.5,378778.7,213843.3,213843.3,233600.7,184189.6,311148.0,307425.5,379570.2,496550.9,376594.8,508888.5,225803.0,202947.8,269649.6,232201.4,307212.4,313667.5,245005.3,371377.4,917522.7,182773.1,1534578.1,202209.9,81638.2,283796.3,229872.9,644450.4,574843.1,738613.6,831691.8,1119646.5,1319339.8,689853.6,285781.9,215779.7,435819.2,339902.2,251217.3,251217.3,237439.6,261677.8,155384.2,285027.6,510112.6,510112.6,643915.9,643915.9
1999-03-01,324328.8,271495.8,266195.3,266097.1,281568.0,310230.4,217712.3,240560.7,313895.4,267596.3,170857.7,227087.2,215434.4,314095.5,295269.4,246824.2,228117.1,252747.9,261824.6,168970.0,306234.7,276839.8,264620.4,275401.7,163693.4,197867.1,207237.4,155225.0,205818.1,254707.9,285597.7,188322.8,240693.7,265745.2,288855.3,236472.9,281514.8,195875.0,230184.7,225275.8,275349.6,252321.4,265344.8,176209.6,132794.0,73988.1,204927.4,174600.7,120227.1,159821.6,188965.2,211126.4,99286.8,220823.7,255314.2,196810.0,167606.5,195467.0,131231.3,321605.7,368724.9,309961.0,221192.0,227749.9,180965.3,198155.5,336798.5,338260.4,369626.6,249111.2,192923.7,479043.5,476308.3,479743.8,167076.5,323732.3,328396.6,295003.2,366085.7,111736.4,150762.0,66769.4,109097.7,219898.0,287485.7,94961.8,242309.8,285241.1,303899.4,223714.6,211392.4,247743.0,237731.8,260369.2,253727.9,270970.2,317074.0,317074.0,326552.0,402270.8,402270.8,417871.0,417871.0,241227.3,202736.2,273714.8,363799.8,335396.7,335396.7,156857.8,213190.9,242467.3,83196.5,293601.6,290137.0,307758.8,369584.6,379798.0,360141.9,191140.2,222550.0,180757.7,174837.3,159173.0,202602.8,602516.9,580608.2,671326.2,342244.7,257181.2,532946.0,109755.9,502385.7,298633.8,294586.8,217029.6,425058.5,828042.4,1118632.5,594266.8,279789.4,371874.2,381216.6,243721.5,393241.2,213746.4,213746.4,233457.8,184312.0,309967.4,307647.5,379570.2,496550.9,376594.8,485394.3,225708.9,202768.6,269713.4,232142.3,307252.9,313667.5,245005.3,371611.5,835678.2,178065.8,1387952.4,201760.7,80899.2,283597.9,229399.5,643526.2,573235.8,738613.6,833409.6,1122739.5,1323411.6,690840.0,284892.7,214054.1,436722.6,339704.0,251217.3,251217.3,237755.6,262417.8,154978.0,284771.0,508141.8,508141.8,643516.5,643516.5
1999-04-01,324011.2,272620.9,264761.8,264867.0,282128.9,309146.4,216478.0,238703.5,313142.5,263199.2,168781.8,225705.1,211946.9,314053.8,294443.0,242512.0,222484.8,248249.9,257397.6,162924.0,298753.5,271398.4,263106.3,275085.4,161577.0,194009.3,202400.2,154183.7,203655.5,256830.1,286040.2,188444.0,249426.0,268693.3,289635.8,236781.8,281637.5,196047.7,230225.6,225770.9,271211.6,282049.8,300505.7,174188.8,132222.3,73539.0,203337.8,174477.5,120154.7,159388.9,188600.1,211020.8,98653.7,219545.1,254018.2,195543.5,166613.6,194019.5,130832.1,321006.6,367630.1,309522.5,221548.5,226707.9,179304.9,197637.2,336518.4,334741.1,365239.6,248616.3,193058.6,479054.3,474710.7,480166.5,168470.6,323541.0,328989.1,294079.6,366121.0,112531.8,152332.3,66696.7,109771.1,223813.4,287366.5,106076.3,243104.3,285039.3,304684.4,223775.8,210451.5,249902.6,238564.5,260460.1,253656.9,271319.6,317906.2,317906.2,325682.8,402226.2,402226.2,417622.7,417622.7,239606.5,202736.2,270725.9,363336.9,334857.3,334857.3,155741.2,211995.7,241694.2,82053.9,293071.1,289526.7,307554.0,367939.9,378206.0,358448.4,191052.5,222042.8,180519.4,175214.4,159775.6,202651.0,602260.8,578995.4,671323.3,341495.5,257073.7,532521.0,109818.3,502313.5,298857.5,294752.6,218283.8,425484.1,827497.3,1120344.6,591905.8,279868.0,371874.2,381216.6,243721.5,393241.2,213039.1,213039.1,233449.9,184328.8,310804.9,306519.2,382142.2,496550.9,379232.2,472202.5,226575.2,201979.1,274339.8,232335.5,307250.7,313667.5,245005.3,371598.7,790849.4,176262.7,1306990.0,200951.5,79417.1,282979.5,229183.1,640908.8,568683.6,738613.6,834362.1,1124248.8,1323101.7,696264.7,284789.5,214073.4,436357.0,339842.2,251217.3,251217.3,238108.5,263148.5,154603.8,284777.0,508125.0,508125.0,643516.5,643516.5
